Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,5000,56,396.40,1306,0,0.00,0,1.14,1.34,1.96,0.00
1.00,2.00,0.80,0.70,5000,8,336.90,997,0,0.00,0,1.16,1.46,1.76,0.00
1.00,2.00,0.80,0.00,5000,80,474.40,2586,0,0.00,0,1.12,1.48,2.17,0.00
1.00,2.00,0.80,0.80,5000,73,588.30,3558,0,0.00,0,1.17,1.52,1.90,0.00
1.00,2.00,0.80,0.60,5000,36,369.60,1440,0,0.00,0,1.32,1.57,1.97,0.00
1.00,2.00,0.80,0.30,5000,60,262.10,943,0,0.00,0,1.27,1.58,1.87,0.00
1.00,2.00,0.80,0.10,5000,33,316.30,1166,0,0.00,0,1.29,1.59,1.87,0.00
1.00,2.00,0.80,0.20,5000,53,454.00,2205,0,0.00,0,1.18,1.61,2.02,0.00
1.00,2.00,0.80,0.40,5000,56,180.00,373,0,0.00,0,1.30,1.62,1.96,0.00
1.00,2.00,0.80,1.00,5000,74,1121.30,4829,0,0.00,0,1.34,1.63,1.90,0.00
1.00,2.00,0.80,0.90,5000,65,572.00,3432,0,0.00,0,1.38,1.69,2.10,0.00
