Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,5000,586,2665.23,4840,0,0.00,0,0.00,1.67,4.55,6.67
1.00,2.00,0.80,0.70,5000,625,2861.13,4999,0,0.00,0,0.00,1.75,4.51,3.33
1.00,2.00,0.80,0.80,5000,1246,2910.90,4944,0,0.00,0,0.10,1.76,5.81,0.00
1.00,2.00,0.80,1.00,5000,658,2805.53,4986,0,0.00,0,0.28,1.93,4.59,0.00
1.00,2.00,0.80,0.50,5000,357,3161.63,4994,0,0.00,0,0.10,1.99,8.13,0.00
1.00,2.00,0.80,0.60,5000,417,2770.00,4666,0,0.00,0,0.00,2.04,4.95,3.33
1.00,2.00,0.80,0.20,5000,563,3162.63,4951,0,0.00,0,0.00,2.32,5.35,6.67
1.00,2.00,0.80,0.90,5000,248,2616.93,4898,0,0.00,0,0.10,2.36,4.81,0.00
1.00,2.00,0.80,0.30,5000,350,2768.13,4837,0,0.00,0,0.33,2.54,6.25,0.00
1.00,2.00,0.80,0.10,5000,652,2894.53,4986,0,0.00,0,0.00,2.62,6.19,3.33
1.00,2.00,0.80,0.00,5000,159,3386.23,4756,0,0.00,0,0.46,3.36,9.57,0.00
