Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
baseline,1.00,2.00,0.80,0.00,5000,0,0.58,6,35,3837.00,324,0.00,0.00,0.00,100.00
cycle-cover,1.00,2.00,0.80,0.80,5000,0,0.54,4,26,3164.00,224,0.00,0.00,0.00,100.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.60,5000,0,0.52,4,22,3520.00,244,0.00,0.00,0.00,100.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,0,0.64,4,27,3790.00,247,0.00,0.00,0.00,100.00
