Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,62,278.60,494,0,0.00,0,0.46,1.92,8.77,0.00
1.00,2.00,0.80,0.70,500,60,248.27,497,0,0.00,0,0.21,1.98,4.41,0.00
1.00,2.00,0.80,1.00,500,28,304.53,490,0,0.00,0,0.00,2.57,7.85,3.33
1.00,2.00,0.80,0.80,500,64,312.60,490,0,0.00,0,0.21,2.59,8.51,0.00
1.00,2.00,0.80,0.00,500,115,324.53,497,0,0.00,0,0.56,2.76,7.08,0.00
1.00,2.00,0.80,0.20,500,109,303.53,490,0,0.00,0,0.00,2.85,9.13,10.00
1.00,2.00,0.80,0.60,500,45,258.53,488,0,0.00,0,0.21,3.00,8.41,0.00
1.00,2.00,0.80,0.50,500,71,310.67,497,0,0.00,0,0.21,3.13,7.38,0.00
1.00,2.00,0.80,0.10,500,37,268.63,492,0,0.00,0,0.21,3.45,7.28,0.00
1.00,2.00,0.80,0.40,500,46,246.97,498,0,0.00,0,0.46,3.56,7.23,0.00
1.00,2.00,0.80,0.30,500,56,268.13,498,0,0.00,0,0.46,3.92,7.90,0.00
