Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,500,151,292.00,479,0,0.00,0,0.21,1.23,2.31,0.00
1.00,2.00,0.80,0.50,500,45,284.40,483,0,0.00,0,0.00,1.33,4.41,10.00
1.00,2.00,0.80,0.90,500,138,315.10,496,0,0.00,0,0.72,1.50,4.00,0.00
1.00,2.00,0.80,1.00,500,45,296.60,487,0,0.00,0,0.21,1.75,5.79,0.00
1.00,2.00,0.80,0.60,500,56,253.50,434,0,0.00,0,0.92,1.87,5.33,0.00
1.00,2.00,0.80,0.80,500,30,251.20,388,0,0.00,0,0.46,2.06,7.44,0.00
1.00,2.00,0.80,0.00,500,115,358.40,497,0,0.00,0,0.56,2.61,7.08,0.00
1.00,2.00,0.80,0.30,500,62,283.00,487,0,0.00,0,0.00,2.68,6.05,20.00
1.00,2.00,0.80,0.40,500,56,334.40,469,0,0.00,0,0.97,3.38,5.95,0.00
1.00,2.00,0.80,0.10,500,55,237.50,473,0,0.00,0,1.13,3.57,7.18,0.00
1.00,2.00,0.80,0.20,500,50,240.00,463,0,0.00,0,1.33,4.12,6.87,0.00
