Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,500,139,295.80,496,0,0.00,0,0.21,1.97,5.08,0.00
1.00,2.00,0.80,1.00,500,150,347.90,476,0,0.00,0,0.56,2.42,5.44,0.00
1.00,2.00,0.80,0.10,500,87,274.80,406,0,0.00,0,0.56,2.51,4.41,0.00
1.00,2.00,0.80,0.00,500,115,358.40,497,0,0.00,0,0.56,2.61,7.08,0.00
1.00,2.00,0.80,0.70,500,105,288.70,484,0,0.00,0,0.00,3.38,8.31,10.00
1.00,2.00,0.80,0.30,500,82,255.60,461,0,0.00,0,0.00,3.44,6.41,10.00
1.00,2.00,0.80,0.90,500,132,275.60,427,0,0.00,0,1.18,3.56,5.74,0.00
1.00,2.00,0.80,0.80,500,59,195.00,431,0,0.00,0,1.44,3.74,5.13,0.00
1.00,2.00,0.80,0.40,500,76,214.30,445,0,0.00,0,0.82,3.95,6.26,0.00
1.00,2.00,0.80,0.60,500,65,289.10,485,0,0.00,0,0.72,4.05,7.79,0.00
1.00,2.00,0.80,0.20,500,187,321.40,444,0,0.00,0,1.28,4.44,7.90,0.00
