Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,500,142,288.60,486,0,0.00,0,0.00,2.60,5.85,10.00
1.00,2.00,0.80,0.00,500,115,358.40,497,0,0.00,0,0.56,2.61,7.08,0.00
1.00,2.00,0.80,0.20,500,205,325.20,449,0,0.00,0,0.21,2.69,5.49,0.00
1.00,2.00,0.80,0.10,500,94,270.10,474,0,0.00,0,0.26,2.80,5.08,0.00
1.00,2.00,0.80,0.60,500,105,262.50,478,0,0.00,0,0.00,2.82,6.87,20.00
1.00,2.00,0.80,0.40,500,49,242.00,463,0,0.00,0,0.00,2.86,6.41,10.00
1.00,2.00,0.80,0.80,500,91,207.60,344,0,0.00,0,0.21,3.18,7.54,0.00
1.00,2.00,0.80,0.50,500,122,255.60,496,0,0.00,0,0.46,3.22,6.62,0.00
1.00,2.00,0.80,0.30,500,87,277.00,492,0,0.00,0,0.82,3.44,5.13,0.00
1.00,2.00,0.80,0.90,500,116,319.30,481,0,0.00,0,0.00,3.53,7.69,10.00
1.00,2.00,0.80,1.00,500,119,316.50,496,0,0.00,0,0.56,3.86,7.08,0.00
