Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,1,500,71,313.52,496,0,0.00,0,0.21,2.91,8.97,0.00
1.00,2.00,0.80,1.00,2,500,70,311.22,497,0,0.00,0,0.00,3.58,9.08,2.00
1.00,2.00,0.80,1.00,3,500,40,303.48,498,0,0.00,0,0.21,4.06,9.44,0.00
