Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,100,18,41.37,93,0,0.00,0,0.00,3.10,7.15,33.33
1.00,2.00,0.80,0.60,100,17,46.97,99,0,0.00,0,0.00,3.15,6.92,23.33
1.00,2.00,0.80,0.80,100,20,49.27,99,0,0.00,0,0.00,3.16,6.61,26.67
1.00,2.00,0.80,0.50,100,19,52.83,99,0,0.00,0,0.00,3.33,7.15,33.33
1.00,2.00,0.80,0.90,100,15,49.63,95,0,0.00,0,0.00,3.36,8.01,30.00
1.00,2.00,0.80,0.10,100,14,44.83,94,0,0.00,0,0.00,3.48,7.93,13.33
1.00,2.00,0.80,0.30,100,21,51.33,90,0,0.00,0,0.00,3.78,7.78,16.67
1.00,2.00,0.80,0.20,100,19,49.30,97,0,0.00,0,0.00,3.87,7.15,13.33
1.00,2.00,0.80,0.70,100,17,57.73,99,0,0.00,0,0.00,3.94,8.09,20.00
1.00,2.00,0.80,0.40,100,17,50.60,97,0,0.00,0,0.00,4.28,7.70,16.67
1.00,2.00,0.80,0.00,100,18,53.17,98,0,0.00,0,0.00,4.58,9.64,6.67
