Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,100,27,58.60,97,0,0.00,0,0.00,3.08,7.78,26.67
1.00,2.00,0.80,1.00,100,18,51.27,96,0,0.00,0,0.00,3.92,6.92,6.67
1.00,2.00,0.80,0.50,100,19,49.57,96,0,0.00,0,0.00,3.93,6.84,10.00
1.00,2.00,0.80,0.80,100,15,43.17,95,0,0.00,0,0.00,4.03,7.15,10.00
1.00,2.00,0.80,0.70,100,19,56.70,99,0,0.00,0,0.00,4.24,8.01,6.67
1.00,2.00,0.80,0.60,100,20,44.03,99,0,0.00,0,0.00,4.26,8.24,10.00
1.00,2.00,0.80,0.90,100,21,50.03,89,0,0.00,0,0.00,4.44,7.15,6.67
1.00,2.00,0.80,0.20,100,21,62.17,99,0,0.00,0,0.00,4.46,9.64,10.00
1.00,2.00,0.80,0.00,100,18,53.17,98,0,0.00,0,0.00,4.58,9.64,6.67
1.00,2.00,0.80,0.30,100,19,52.67,93,0,0.00,0,0.00,4.64,9.80,6.67
1.00,2.00,0.80,0.40,100,17,56.43,97,0,0.00,0,0.93,4.78,8.86,0.00
