Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,359,2889.70,4635,0,0.00,0,2.22,4.04,5.31,0.00
1.00,2.00,0.80,0.40,5000,149,1868.80,4229,0,0.00,0,3.46,4.53,5.86,0.00
1.00,2.00,0.80,1.00,5000,169,2272.30,4477,0,0.00,0,2.63,4.60,6.09,0.00
1.00,2.00,0.80,0.70,5000,267,2074.90,4874,0,0.00,0,2.91,4.63,6.05,0.00
1.00,2.00,0.80,0.00,5000,1315,2675.80,4972,0,0.00,0,2.40,4.80,8.54,0.00
1.00,2.00,0.80,0.50,5000,997,3411.20,4881,0,0.00,0,2.31,4.93,6.93,0.00
1.00,2.00,0.80,0.20,5000,223,1904.30,4746,0,0.00,0,2.08,5.00,11.08,0.00
1.00,2.00,0.80,0.90,5000,499,1728.20,4537,0,0.00,0,2.72,5.15,8.49,0.00
1.00,2.00,0.80,0.10,5000,487,2516.10,4470,0,0.00,0,2.49,5.38,10.39,0.00
1.00,2.00,0.80,0.60,5000,462,2373.10,4696,0,0.00,0,1.43,5.41,8.45,0.00
1.00,2.00,0.80,0.80,5000,369,2127.20,4658,0,0.00,0,3.88,5.78,8.49,0.00
