Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,5000,51,2888.37,4785,0,0.00,0,0.55,4.19,9.37,0.00
1.00,2.00,0.80,0.60,5000,55,2183.23,4922,0,0.00,0,1.06,4.30,8.86,0.00
1.00,2.00,0.80,0.10,5000,257,2071.40,4841,0,0.00,0,1.75,4.38,8.91,0.00
1.00,2.00,0.80,0.00,5000,457,2696.20,4972,0,0.00,0,1.20,4.71,9.60,0.00
1.00,2.00,0.80,0.30,5000,50,2007.13,4483,0,0.00,0,0.97,4.88,9.70,0.00
1.00,2.00,0.80,0.50,5000,51,2230.90,4983,0,0.00,0,1.71,4.94,9.42,0.00
1.00,2.00,0.80,0.80,5000,109,2033.23,4948,0,0.00,0,1.25,5.12,9.88,0.00
1.00,2.00,0.80,0.70,5000,246,1882.83,4442,0,0.00,0,1.57,5.29,8.73,0.00
1.00,2.00,0.80,0.40,5000,71,2147.77,4985,0,0.00,0,1.94,5.42,12.10,0.00
1.00,2.00,0.80,0.90,5000,238,1995.70,4727,0,0.00,0,1.80,5.48,10.39,0.00
1.00,2.00,0.80,1.00,5000,170,1570.80,4926,0,0.00,0,0.97,6.09,8.40,0.00
