Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,78,3051.27,4994,0,0.00,0,1.25,4.16,7.89,0.00
1.00,2.00,0.80,1.00,5000,91,2722.83,4805,0,0.00,0,1.34,4.33,12.88,0.00
1.00,2.00,0.80,0.80,5000,439,3082.03,4894,0,0.00,0,1.99,4.55,8.22,0.00
1.00,2.00,0.80,0.00,5000,457,2696.20,4972,0,0.00,0,1.20,4.71,9.60,0.00
1.00,2.00,0.80,0.90,5000,155,2893.97,4922,0,0.00,0,1.48,4.90,9.05,0.00
1.00,2.00,0.80,0.30,5000,134,2475.67,4902,0,0.00,0,1.34,4.97,11.96,0.00
1.00,2.00,0.80,0.20,5000,605,2552.63,4996,0,0.00,0,1.71,5.17,10.66,0.00
1.00,2.00,0.80,0.50,5000,57,2474.57,4957,0,0.00,0,1.80,5.26,13.20,0.00
1.00,2.00,0.80,0.60,5000,82,2578.50,4906,0,0.00,0,1.52,5.37,12.51,0.00
1.00,2.00,0.80,0.40,5000,119,2724.77,4819,0,0.00,0,2.12,5.54,10.20,0.00
1.00,2.00,0.80,0.70,5000,489,3286.83,4980,0,0.00,0,1.15,5.61,10.34,0.00
