Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,748,2474.20,4714,0,0.00,0,1.80,3.94,7.06,0.00
1.00,2.00,0.80,0.90,5000,102,1877.60,4762,0,0.00,0,1.57,4.16,6.83,0.00
1.00,2.00,0.80,0.50,5000,739,2372.30,4263,0,0.00,0,2.08,4.47,7.48,0.00
1.00,2.00,0.80,0.20,5000,276,2078.50,3146,0,0.00,0,2.72,4.49,5.63,0.00
1.00,2.00,0.80,0.60,5000,55,1438.50,3152,0,0.00,0,2.77,4.77,7.25,0.00
1.00,2.00,0.80,0.00,5000,1315,2675.80,4972,0,0.00,0,2.40,4.80,8.54,0.00
1.00,2.00,0.80,0.30,5000,396,2031.60,3591,0,0.00,0,2.22,4.82,7.43,0.00
1.00,2.00,0.80,0.70,5000,130,1404.80,4710,0,0.00,0,3.83,5.07,6.74,0.00
1.00,2.00,0.80,0.40,5000,830,2415.20,4764,0,0.00,0,3.46,5.17,8.17,0.00
1.00,2.00,0.80,1.00,5000,83,1706.30,4599,0,0.00,0,3.46,5.50,8.40,0.00
1.00,2.00,0.80,0.80,5000,105,3334.10,4892,0,0.00,0,3.46,5.50,7.62,0.00
