Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,5000,457,2696.20,4972,0,0.00,0,1.20,4.71,9.60,0.00
1.00,2.00,0.80,1.00,5000,205,2715.47,4819,0,0.00,0,1.29,4.83,10.53,0.00
1.00,2.00,0.80,0.40,5000,183,2377.20,4372,0,0.00,0,1.15,4.89,9.51,0.00
1.00,2.00,0.80,0.20,5000,110,2992.73,4981,0,0.00,0,1.15,4.93,9.10,0.00
1.00,2.00,0.80,0.50,5000,166,2643.90,4938,0,0.00,0,2.63,5.08,9.83,0.00
1.00,2.00,0.80,0.60,5000,73,2437.73,4849,0,0.00,0,1.39,5.25,10.48,0.00
1.00,2.00,0.80,0.30,5000,275,2771.07,4942,0,0.00,0,1.15,5.25,11.03,0.00
1.00,2.00,0.80,0.10,5000,167,2358.73,4593,0,0.00,0,2.08,5.36,11.17,0.00
1.00,2.00,0.80,0.80,5000,289,2723.80,4808,0,0.00,0,1.25,5.42,9.51,0.00
1.00,2.00,0.80,0.70,5000,136,2537.70,4838,0,0.00,0,1.15,5.46,9.37,0.00
1.00,2.00,0.80,0.90,5000,73,2337.10,4654,0,0.00,0,1.15,6.30,9.46,0.00
