Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,5000,132,1606.86,4204,30508,23719386.00,881654,0.00,0.11,0.47,46.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.80,5000,118,2126.00,4990,78235,31663831.00,1299923,0.00,0.18,1.25,30.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,178,1982.52,4872,49897,39843479.00,1641613,0.00,0.36,1.94,10.00
baseline,1.00,2.00,0.80,0.00,5000,306,2145.12,4798,84741,39199863.00,1437795,0.00,0.40,2.05,16.00
