Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,5000,135,2368.93,4960,0,0.00,0,2.52,5.14,10.00,0.00
1.00,2.00,0.80,0.30,5000,208,2026.70,4771,0,0.00,0,3.26,5.33,8.10,0.00
1.00,2.00,0.80,0.70,5000,234,2665.43,4796,0,0.00,0,2.77,5.38,8.06,0.00
1.00,2.00,0.80,1.00,5000,113,1971.90,4937,0,0.00,0,3.43,5.48,10.95,0.00
1.00,2.00,0.80,0.50,5000,264,2628.37,4955,0,0.00,0,3.22,5.53,10.00,0.00
1.00,2.00,0.80,0.60,5000,149,2036.37,4687,0,0.00,0,2.64,5.68,10.37,0.00
1.00,2.00,0.80,0.90,5000,106,1915.70,4955,0,0.00,0,2.73,5.70,7.81,0.00
1.00,2.00,0.80,0.10,5000,109,2352.40,4980,0,0.00,0,3.26,5.70,9.38,0.00
1.00,2.00,0.80,0.40,5000,225,2424.97,4938,0,0.00,0,3.93,5.83,11.36,0.00
1.00,2.00,0.80,0.80,5000,91,1758.83,4399,0,0.00,0,3.06,6.04,11.24,0.00
1.00,2.00,0.80,0.00,5000,109,2701.83,4728,0,0.00,0,3.10,6.17,11.32,0.00
