Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,0.25,5000,105,2019.27,4994,0,0.00,0,1.36,4.17,6.69,0.00
1.00,2.00,0.80,0.90,0.25,5000,461,2532.33,4939,0,0.00,0,0.95,4.24,7.98,0.00
1.00,2.00,0.80,0.50,0.25,5000,241,2494.13,4936,0,0.00,0,0.95,4.27,6.90,0.00
1.00,2.00,0.80,0.60,0.25,5000,285,2735.97,4985,0,0.00,0,2.60,4.45,7.60,0.00
1.00,2.00,0.80,0.70,0.25,5000,184,2486.73,4989,0,0.00,0,0.41,4.57,7.36,0.00
1.00,2.00,0.80,0.90,0.50,5000,144,2906.87,4903,0,0.00,0,2.77,4.80,9.75,0.00
1.00,2.00,0.80,0.80,0.25,5000,98,2361.23,4983,0,0.00,0,2.77,4.85,8.93,0.00
1.00,2.00,0.80,0.70,0.50,5000,437,2648.87,4864,0,0.00,0,2.89,4.89,9.05,0.00
1.00,2.00,0.80,0.30,0.25,5000,52,2201.13,4731,0,0.00,0,1.94,4.90,8.22,0.00
1.00,2.00,0.80,0.40,0.50,5000,166,2194.63,4910,0,0.00,0,2.23,4.94,7.19,0.00
1.00,2.00,0.80,1.00,0.50,5000,81,1853.33,4859,0,0.00,0,2.77,5.03,10.58,0.00
1.00,2.00,0.80,0.50,0.50,5000,219,2211.93,4827,0,0.00,0,3.14,5.07,9.13,0.00
1.00,2.00,0.80,0.30,0.50,5000,104,1640.87,4728,0,0.00,0,3.26,5.15,9.88,0.00
1.00,2.00,0.80,0.60,0.00,5000,79,1974.10,4994,0,0.00,0,2.23,5.19,8.26,0.00
1.00,2.00,0.80,0.60,0.75,5000,123,2542.07,4956,0,0.00,0,2.36,5.19,7.98,0.00
1.00,2.00,0.80,0.60,1.00,5000,123,2542.07,4956,0,0.00,0,2.36,5.19,7.98,0.00
1.00,2.00,0.80,0.30,0.75,5000,85,2314.97,4902,0,0.00,0,2.73,5.21,9.38,0.00
1.00,2.00,0.80,0.30,1.00,5000,85,2314.97,4902,0,0.00,0,2.73,5.21,9.38,0.00
1.00,2.00,0.80,0.20,0.25,5000,216,2730.73,4950,0,0.00,0,1.32,5.27,9.09,0.00
1.00,2.00,0.80,0.80,0.50,5000,93,2497.30,4975,0,0.00,0,3.14,5.28,9.26,0.00
1.00,2.00,0.80,0.50,0.75,5000,97,2004.97,4989,0,0.00,0,1.98,5.28,9.75,0.00
1.00,2.00,0.80,0.50,1.00,5000,97,2004.97,4989,0,0.00,0,1.98,5.28,9.75,0.00
1.00,2.00,0.80,0.40,0.75,5000,168,2290.17,4984,0,0.00,0,1.07,5.34,10.54,0.00
1.00,2.00,0.80,0.40,1.00,5000,168,2290.17,4984,0,0.00,0,1.07,5.34,10.54,0.00
1.00,2.00,0.80,0.90,0.00,5000,235,2548.80,4812,0,0.00,0,3.02,5.37,8.51,0.00
1.00,2.00,0.80,0.30,0.00,5000,112,1997.17,4955,0,0.00,0,2.69,5.40,8.97,0.00
1.00,2.00,0.80,0.50,0.00,5000,109,2007.77,4839,0,0.00,0,3.47,5.42,10.12,0.00
1.00,2.00,0.80,0.80,0.75,5000,89,2218.13,4982,0,0.00,0,1.36,5.48,11.28,0.00
1.00,2.00,0.80,0.80,1.00,5000,89,2218.13,4982,0,0.00,0,1.36,5.48,11.28,0.00
1.00,2.00,0.80,0.80,0.00,5000,102,1829.93,4899,0,0.00,0,3.14,5.51,8.84,0.00
1.00,2.00,0.80,0.10,0.25,5000,136,2049.20,4902,0,0.00,0,3.02,5.60,9.13,0.00
1.00,2.00,0.80,0.20,0.50,5000,112,1761.20,4618,0,0.00,0,2.40,5.60,11.24,0.00
1.00,2.00,0.80,0.70,0.00,5000,205,2136.27,4918,0,0.00,0,3.02,5.61,7.60,0.00
1.00,2.00,0.80,0.10,0.75,5000,90,1781.87,4754,0,0.00,0,3.18,5.61,10.25,0.00
1.00,2.00,0.80,0.10,1.00,5000,90,1781.87,4754,0,0.00,0,3.18,5.61,10.25,0.00
1.00,2.00,0.80,0.20,0.00,5000,110,2067.73,4951,0,0.00,0,2.31,5.65,9.96,0.00
1.00,2.00,0.80,0.90,0.75,5000,94,2506.47,4904,0,0.00,0,0.54,5.69,9.88,0.00
1.00,2.00,0.80,0.90,1.00,5000,94,2506.47,4904,0,0.00,0,0.54,5.69,9.88,0.00
