Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,242,2904.53,4906,0,0.00,0,3.02,5.23,10.29,0.00
1.00,2.00,0.80,0.20,5000,259,2203.07,4863,0,0.00,0,1.36,5.25,9.38,0.00
1.00,2.00,0.80,0.60,5000,56,2239.33,4963,0,0.00,0,3.72,5.35,10.58,0.00
1.00,2.00,0.80,0.90,5000,93,2212.03,4867,0,0.00,0,2.81,5.43,8.80,0.00
1.00,2.00,0.80,0.80,5000,111,2524.13,4965,0,0.00,0,1.32,5.43,10.41,0.00
1.00,2.00,0.80,1.00,5000,161,2804.63,4985,0,0.00,0,2.23,5.62,11.40,0.00
1.00,2.00,0.80,0.40,5000,171,2675.97,4947,0,0.00,0,3.18,5.64,10.83,0.00
1.00,2.00,0.80,0.50,5000,139,2694.13,4995,0,0.00,0,2.31,5.65,12.52,0.00
1.00,2.00,0.80,0.10,5000,94,2219.87,4539,0,0.00,0,2.69,5.72,9.63,0.00
1.00,2.00,0.80,0.00,5000,109,2701.83,4728,0,0.00,0,3.10,6.17,11.32,0.00
1.00,2.00,0.80,0.70,5000,167,2263.37,4869,0,0.00,0,3.51,6.40,11.07,0.00
