Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,138,2408.70,4505,0,0.00,0,2.48,5.01,8.31,0.00
1.00,2.00,0.80,0.40,5000,180,2065.40,4698,0,0.00,0,3.43,5.03,7.44,0.00
1.00,2.00,0.80,0.90,5000,192,2051.10,3395,0,0.00,0,3.76,5.70,7.89,0.00
1.00,2.00,0.80,0.30,5000,249,2770.30,4426,0,0.00,0,5.00,5.98,7.11,0.00
1.00,2.00,0.80,0.50,5000,118,2267.20,4810,0,0.00,0,2.77,6.00,9.79,0.00
1.00,2.00,0.80,1.00,5000,140,1642.90,3745,0,0.00,0,4.01,6.31,11.36,0.00
1.00,2.00,0.80,0.20,5000,97,2014.30,4164,0,0.00,0,2.98,6.40,12.27,0.00
1.00,2.00,0.80,0.70,5000,149,1834.50,4642,0,0.00,0,4.26,6.42,8.06,0.00
1.00,2.00,0.80,0.60,5000,661,3050.80,4892,0,0.00,0,3.02,6.45,8.18,0.00
1.00,2.00,0.80,0.00,5000,383,2588.30,4509,0,0.00,0,3.22,6.52,8.64,0.00
1.00,2.00,0.80,0.80,5000,233,1836.10,4220,0,0.00,0,2.85,6.94,11.94,0.00
