Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5000,181,2406.90,4461,0,0.00,0,1.19,2.73,4.14,0.00
1.00,2.00,0.80,0.70,5000,555,2472.10,4238,0,0.00,0,0.41,2.84,5.55,0.00
1.00,2.00,0.80,0.60,5000,202,2677.60,4900,0,0.00,0,1.60,2.88,4.40,0.00
1.00,2.00,0.80,0.50,5000,258,1866.00,4711,0,0.00,0,0.75,2.96,5.26,0.00
1.00,2.00,0.80,0.40,5000,303,2327.10,4782,0,0.00,0,2.50,3.47,6.71,0.00
1.00,2.00,0.80,0.20,5000,382,2697.40,4791,0,0.00,0,2.24,3.47,4.62,0.00
1.00,2.00,0.80,0.90,5000,492,2872.10,4715,0,0.00,0,1.83,3.55,5.18,0.00
1.00,2.00,0.80,0.80,5000,533,2392.80,4736,0,0.00,0,1.30,3.57,6.26,0.00
1.00,2.00,0.80,0.30,5000,1695,3535.40,4699,0,0.00,0,1.98,3.59,5.44,0.00
1.00,2.00,0.80,0.10,5000,265,1333.90,3535,0,0.00,0,2.05,3.84,6.75,0.00
1.00,2.00,0.80,0.00,5000,160,1767.80,4894,0,0.00,0,2.27,4.09,6.93,0.00
