Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.50,1.00,45,100,4,10.90,24,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,0.25,0.90,41,109,6,14.30,25,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,0.25,0.70,32,140,5,14.70,33,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.50,0.70,32,140,7,15.70,34,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,0.50,0.90,41,109,6,16.20,46,0.00,0.00,0.00,100.00,9
1.00,5.00,0.80,0.05,0.25,1.00,45,100,4,16.50,30,0.00,0.00,0.00,100.00,10
1.00,5.00,0.80,0.05,0.25,0.50,23,195,6,17.30,36,0.00,0.00,0.00,100.00,5
1.00,5.00,0.80,0.05,0.25,0.80,36,125,7,17.80,54,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,0.75,0.90,41,109,5,21.60,40,0.00,0.00,0.00,100.00,13
1.00,5.00,0.80,0.05,0.25,0.60,27,166,6,22.30,42,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,0.50,0.80,36,125,8,22.90,48,0.00,0.00,0.00,100.00,12
1.00,5.00,0.80,0.05,0.75,1.00,45,100,6,23.90,54,0.00,0.00,0.00,100.00,16
1.00,5.00,0.80,0.05,0.25,0.40,18,250,10,25.20,56,0.00,0.00,0.00,100.00,6
1.00,5.00,0.80,0.05,0.50,0.60,27,166,8,26.10,72,0.00,0.00,0.00,100.00,10
1.00,5.00,0.80,0.05,0.50,0.50,23,195,5,26.40,56,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,0.25,0.30,14,321,9,27.80,58,0.00,0.00,0.00,100.00,5
1.00,5.00,0.80,0.05,0.50,0.40,18,250,10,29.40,45,0.00,0.00,0.00,100.00,7
1.00,5.00,0.80,0.05,0.75,0.80,36,125,7,29.40,50,0.00,0.00,0.00,100.00,16
1.00,5.00,0.80,0.05,0.75,0.70,32,140,11,29.50,75,0.00,0.00,0.00,100.00,14
1.00,5.00,0.80,0.05,0.25,0.20,9,500,8,32.50,59,0.00,0.00,0.00,100.00,3
1.00,5.00,0.80,0.05,0.75,0.50,23,195,8,32.50,76,0.00,0.00,0.00,100.00,11
1.00,5.00,0.80,0.05,0.00,0.50,23,195,5,32.60,134,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,0.00,0.60,27,166,7,33.80,74,0.00,0.00,0.00,100.00,9
1.00,5.00,0.80,0.05,1.00,1.00,45,100,6,33.80,75,0.00,0.00,0.00,100.00,22
1.00,5.00,0.80,0.05,0.00,1.00,45,100,11,35.30,79,0.00,0.00,0.00,100.00,16
1.00,5.00,0.80,0.05,1.00,0.80,36,125,16,39.80,60,0.00,0.00,0.00,100.00,21
1.00,5.00,0.80,0.05,1.00,0.90,41,109,25,44.10,69,0.00,0.00,0.00,100.00,27
1.00,5.00,0.80,0.05,0.50,0.30,14,321,11,46.20,86,0.00,0.00,0.00,100.00,9
1.00,5.00,0.80,0.05,1.00,0.70,32,140,28,46.70,74,0.00,0.00,0.00,100.00,22
1.00,5.00,0.80,0.05,0.75,0.40,18,250,13,48.50,93,0.00,0.00,0.00,100.00,13
1.00,5.00,0.80,0.05,0.75,0.60,27,166,14,53.10,111,0.00,0.00,0.00,100.00,21
1.00,5.00,0.80,0.05,0.75,0.30,14,321,6,65.30,132,0.00,0.00,0.00,100.00,14
1.00,5.00,0.80,0.05,1.00,0.60,27,166,39,68.20,98,0.00,0.00,0.00,100.00,28
1.00,5.00,0.80,0.05,0.50,0.20,9,500,44,74.30,112,0.00,0.00,0.00,100.00,10
1.00,5.00,0.80,0.05,1.00,0.40,18,250,13,78.60,169,0.00,0.00,0.00,100.00,21
1.00,5.00,0.80,0.05,1.00,0.50,23,195,34,79.60,113,0.00,0.00,0.00,100.00,27
1.00,5.00,0.80,0.05,0.25,0.10,5,900,14,115.90,302,0.00,0.00,0.00,100.00,8
1.00,5.00,0.80,0.05,1.00,0.30,14,321,65,120.20,198,0.00,0.00,0.00,100.00,26
1.00,5.00,0.80,0.05,0.50,0.10,5,900,23,120.70,327,0.00,0.00,0.00,100.00,10
1.00,5.00,0.80,0.05,0.75,0.10,5,900,71,192.80,363,0.00,0.00,0.00,100.00,16
1.00,5.00,0.80,0.05,1.00,0.20,9,500,71,204.40,413,0.00,0.00,0.00,100.00,29
1.00,5.00,0.80,0.05,1.00,0.10,5,900,47,345.50,562,0.00,0.00,0.00,100.00,30
1.00,5.00,0.80,0.05,0.00,0.90,41,109,4,31.30,91,0.00,0.13,1.30,90.00,15
1.00,5.00,0.80,0.05,0.00,0.70,32,140,7,22.30,93,0.00,0.14,1.43,90.00,9
1.00,5.00,0.80,0.05,0.00,0.30,14,321,22,110.80,273,0.00,0.14,1.43,90.00,18
1.00,5.00,0.80,0.05,0.75,0.20,9,500,55,102.00,168,0.00,0.15,1.55,90.00,20
1.00,5.00,0.80,0.05,0.00,0.80,36,125,6,32.50,111,0.00,0.27,1.43,80.00,14
1.00,5.00,0.80,0.05,0.00,0.40,18,250,9,42.70,128,0.00,0.30,1.74,80.00,15
1.00,5.00,0.80,0.05,0.00,0.20,9,500,14,90.60,277,0.00,0.49,1.55,60.00,25
1.00,5.00,0.80,0.05,0.00,0.10,5,900,21,196.00,808,0.00,0.59,3.04,70.00,25
