Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,100,31,57.33,96,0,0.00,0,0.00,2.38,5.77,3.33
1.00,2.00,0.80,0.90,100,25,66.37,99,0,0.00,0,0.00,2.50,7.81,6.67
1.00,2.00,0.80,0.30,100,25,55.87,89,0,0.00,0,0.00,2.55,7.75,13.33
1.00,2.00,0.80,0.80,100,23,59.20,97,0,0.00,0,0.00,2.72,9.30,6.67
1.00,2.00,0.80,0.00,100,28,62.17,97,0,0.00,0,0.68,2.82,7.75,0.00
1.00,2.00,0.80,0.10,100,28,62.60,98,0,0.00,0,0.00,2.93,8.31,3.33
1.00,2.00,0.80,0.40,100,32,65.60,98,0,0.00,0,0.00,2.99,8.18,10.00
1.00,2.00,0.80,0.20,100,26,61.43,99,0,0.00,0,0.00,3.05,8.37,6.67
1.00,2.00,0.80,0.50,100,28,59.40,95,0,0.00,0,0.00,3.09,6.45,6.67
1.00,2.00,0.80,1.00,100,28,63.67,99,0,0.00,0,0.62,3.63,6.70,0.00
1.00,2.00,0.80,0.70,100,28,59.03,99,0,0.00,0,0.62,3.65,11.72,0.00
