Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,100,26,61.07,99,0,0.00,0,0.00,2.67,8.74,3.33
1.00,2.00,0.80,0.20,100,20,55.37,99,0,0.00,0,0.12,2.77,8.12,0.00
1.00,2.00,0.80,0.00,100,28,62.17,97,0,0.00,0,0.68,2.82,7.75,0.00
1.00,2.00,0.80,0.50,100,25,60.93,98,0,0.00,0,0.62,3.26,7.56,0.00
1.00,2.00,0.80,0.10,100,18,56.07,98,0,0.00,0,0.00,3.39,11.22,3.33
1.00,2.00,0.80,0.40,100,19,60.33,99,0,0.00,0,0.74,3.67,7.19,0.00
1.00,2.00,0.80,0.60,100,27,57.00,99,0,0.00,0,0.12,3.75,8.12,0.00
1.00,2.00,0.80,0.80,100,26,69.30,99,0,0.00,0,0.62,3.81,8.37,0.00
1.00,2.00,0.80,0.70,100,22,62.90,99,0,0.00,0,0.62,4.10,7.07,0.00
1.00,2.00,0.80,1.00,100,24,69.83,99,0,0.00,0,2.23,4.17,7.25,0.00
1.00,2.00,0.80,0.90,100,23,66.77,99,0,0.00,0,0.87,4.37,9.11,0.00
