Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,500,122,284.50,447,0,0.00,0,3.08,5.29,10.25,0.00
1.00,2.00,0.80,0.00,500,48,309.70,466,0,0.00,0,2.68,5.49,8.54,0.00
1.00,2.00,0.80,0.90,500,180,352.70,494,0,0.00,0,0.72,5.51,10.53,0.00
1.00,2.00,0.80,0.10,500,83,284.10,489,0,0.00,0,3.95,5.77,7.89,0.00
1.00,2.00,0.80,0.20,500,98,295.00,498,0,0.00,0,3.45,6.00,9.05,0.00
1.00,2.00,0.80,0.40,500,150,330.40,463,0,0.00,0,1.14,6.03,10.01,0.00
1.00,2.00,0.80,0.30,500,78,309.20,462,0,0.00,0,3.32,6.10,9.25,0.00
1.00,2.00,0.80,1.00,500,86,264.50,495,0,0.00,0,3.17,6.25,11.06,0.00
1.00,2.00,0.80,0.70,500,87,279.80,494,0,0.00,0,2.39,6.56,12.96,0.00
1.00,2.00,0.80,0.80,500,44,243.00,496,0,0.00,0,4.27,6.77,10.25,0.00
1.00,2.00,0.80,0.50,500,257,379.80,490,0,0.00,0,3.78,6.87,10.82,0.00
