Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,500,104,230.30,415,0,0.00,0,1.30,2.55,4.10,0.00
1.00,2.00,0.80,0.50,500,43,126.60,246,0,0.00,0,1.12,2.74,4.50,0.00
1.00,2.00,0.80,0.60,500,24,210.90,447,0,0.00,0,1.12,3.11,4.61,0.00
1.00,2.00,0.80,1.00,500,29,152.10,295,0,0.00,0,1.17,3.16,5.47,0.00
1.00,2.00,0.80,0.80,500,165,306.00,457,0,0.00,0,1.30,3.18,8.07,0.00
1.00,2.00,0.80,0.90,500,30,230.60,464,0,0.00,0,1.30,3.37,5.56,0.00
1.00,2.00,0.80,0.40,500,120,314.00,443,0,0.00,0,2.39,3.48,5.56,0.00
1.00,2.00,0.80,0.10,500,58,287.70,482,0,0.00,0,1.87,3.70,5.98,0.00
1.00,2.00,0.80,0.30,500,87,216.70,418,0,0.00,0,2.36,4.09,6.05,0.00
1.00,2.00,0.80,0.20,500,31,229.60,473,0,0.00,0,2.48,4.74,8.14,0.00
1.00,2.00,0.80,0.00,500,48,309.70,466,0,0.00,0,2.68,5.49,8.54,0.00
