Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,500,48,309.70,466,0,0.00,0,2.68,5.49,8.54,0.00
1.00,2.00,0.80,0.60,500,82,333.20,496,0,0.00,0,3.10,5.55,9.33,0.00
1.00,2.00,0.80,0.50,500,181,324.40,477,0,0.00,0,2.14,5.80,9.44,0.00
1.00,2.00,0.80,1.00,500,99,284.40,453,0,0.00,0,3.77,5.92,10.77,0.00
1.00,2.00,0.80,0.40,500,214,382.30,487,0,0.00,0,4.23,6.09,8.62,0.00
1.00,2.00,0.80,0.30,500,106,340.80,486,0,0.00,0,4.19,6.21,9.38,0.00
1.00,2.00,0.80,0.10,500,107,292.20,460,0,0.00,0,3.59,6.24,10.47,0.00
1.00,2.00,0.80,0.90,500,73,250.00,468,0,0.00,0,3.23,6.43,11.60,0.00
1.00,2.00,0.80,0.70,500,95,277.00,469,0,0.00,0,1.17,6.52,10.38,0.00
1.00,2.00,0.80,0.20,500,72,258.00,499,0,0.00,0,4.33,6.91,9.72,0.00
1.00,2.00,0.80,0.80,500,55,251.90,431,0,0.00,0,4.48,7.15,11.70,0.00
