Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.10,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.20,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.30,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.40,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.50,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.60,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.70,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.80,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.90,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,100,3,21.80,58,0,0.00,0,0.00,0.00,0.00,100.00
