Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.90,5940,0,25.88,88,0,0.00,0,0.00,0.00,0.00,100.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,5940,0,2.40,12,0,0.00,0,0.00,0.00,0.00,100.00
msa-heuristic,1.00,2.00,0.80,0.40,5940,0,50.82,930,0,0.00,0,0.00,0.00,0.00,100.00
baseline,1.00,2.00,0.80,0.00,5940,0,37.92,1026,0,0.00,0,0.00,0.00,0.02,98.00
