Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
rooted-msa,1.00,2.00,0.80,0.30,100,14,56.50,98,5188,538705.00,12213,0.00,0.15,0.37,20.00
strict-msa,1.00,2.00,0.80,0.40,100,14,54.68,95,3065,535538.00,12104,0.00,0.16,0.37,16.00
baseline,1.00,2.00,0.80,0.00,100,11,51.18,96,4931,537835.00,12767,0.00,0.17,0.37,16.00
cycle-cover,1.00,2.00,0.80,0.90,100,4,54.40,99,4070,569071.00,12252,0.00,0.19,0.37,6.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,1,72.58,98,15305,854051.00,17693,0.00,0.32,0.62,2.00
