Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,2,5000,1893,4276.47,4976,0,0.00,0,0.43,1.00,2.86,0.00
1.00,2.00,0.80,0.90,1,5000,2618,4247.17,4887,0,0.00,0,0.53,1.01,2.16,0.00
1.00,2.00,0.80,0.90,3,5000,1062,4128.80,4945,0,0.00,0,0.59,1.14,1.98,0.00
