Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.70,500,49,227.18,479,4543,1740685.00,46616,0.00,0.08,0.30,28.00
baseline,1.00,2.00,0.80,0.00,500,52,229.52,487,15072,1815732.00,46811,0.00,0.10,0.30,30.00
cycle-cover,1.00,2.00,0.80,0.80,500,58,214.64,486,10945,1959745.00,47928,0.00,0.12,0.38,16.00
msa-heuristic,1.00,2.00,0.80,0.90,500,30,205.38,499,9249,1992330.00,46550,0.00,0.12,0.30,10.00
