Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover,1.00,2.00,0.80,0.80,500,99,348.26,498,0,0.00,0,0.00,1.49,7.11,4.00
baseline,1.00,2.00,0.80,0.00,500,134,367.20,499,0,0.00,0,0.00,2.82,7.61,4.00
msa-support,1.00,2.00,0.80,0.90,500,144,376.14,495,0,0.00,0,0.00,2.97,7.34,6.00
