Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,500,96,341.50,495,0,0.00,0,0.00,1.52,4.63,20.00
1.00,2.00,0.80,0.90,500,300,413.30,499,0,0.00,0,0.00,1.67,4.77,20.00
1.00,2.00,0.80,0.70,500,282,427.40,489,0,0.00,0,0.00,1.70,3.66,20.00
1.00,2.00,0.80,0.80,500,112,399.20,495,0,0.00,0,0.31,2.48,5.09,0.00
1.00,2.00,0.80,0.60,500,169,368.80,497,0,0.00,0,0.00,2.92,5.19,10.00
1.00,2.00,0.80,0.30,500,293,402.10,484,0,0.00,0,0.39,2.96,7.27,0.00
1.00,2.00,0.80,0.20,500,261,385.50,468,0,0.00,0,0.31,2.98,7.19,0.00
1.00,2.00,0.80,0.00,500,206,352.10,467,0,0.00,0,0.68,3.06,7.61,0.00
1.00,2.00,0.80,1.00,500,248,354.90,479,0,0.00,0,0.30,3.43,7.07,0.00
1.00,2.00,0.80,0.50,500,188,308.50,488,0,0.00,0,0.30,3.53,9.82,0.00
1.00,2.00,0.80,0.10,500,181,353.90,485,0,0.00,0,0.58,3.85,7.24,0.00
