Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,500,209,389.90,499,0,0.00,0,0.12,2.39,3.93,0.00
1.00,2.00,0.80,0.70,500,277,394.90,497,0,0.00,0,0.00,2.56,8.28,6.67
1.00,2.00,0.80,0.50,500,153,369.07,499,0,0.00,0,0.00,2.68,6.30,6.67
1.00,2.00,0.80,0.30,500,124,348.73,497,0,0.00,0,0.12,2.70,5.98,0.00
1.00,2.00,0.80,0.10,500,199,376.40,499,0,0.00,0,0.31,2.71,7.37,0.00
1.00,2.00,0.80,0.60,500,176,395.97,498,0,0.00,0,0.00,2.75,9.23,3.33
1.00,2.00,0.80,0.00,500,134,348.17,499,0,0.00,0,0.00,2.94,7.61,6.67
1.00,2.00,0.80,0.40,500,120,335.97,488,0,0.00,0,0.00,2.95,7.32,3.33
1.00,2.00,0.80,1.00,500,86,361.57,499,0,0.00,0,0.00,3.06,9.09,3.33
1.00,2.00,0.80,0.80,500,216,351.87,474,0,0.00,0,0.00,3.33,6.35,6.67
1.00,2.00,0.80,0.90,500,76,348.80,495,0,0.00,0,0.00,3.41,9.10,3.33
