Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,131,347.77,492,0,0.00,0,0.00,1.55,8.10,6.67
1.00,2.00,0.80,0.70,500,93,334.37,496,0,0.00,0,0.00,1.62,5.56,6.67
1.00,2.00,0.80,0.80,500,214,399.97,498,0,0.00,0,0.30,1.71,7.11,0.00
1.00,2.00,0.80,0.60,500,101,355.97,495,0,0.00,0,0.12,1.78,4.69,0.00
1.00,2.00,0.80,0.10,500,205,376.27,482,0,0.00,0,0.00,1.85,5.94,13.33
1.00,2.00,0.80,0.50,500,111,357.10,495,0,0.00,0,0.00,2.13,5.63,3.33
1.00,2.00,0.80,0.30,500,194,355.73,491,0,0.00,0,0.00,2.17,6.74,6.67
1.00,2.00,0.80,1.00,500,152,339.97,486,0,0.00,0,0.14,2.22,7.20,0.00
1.00,2.00,0.80,0.40,500,184,355.97,494,0,0.00,0,0.00,2.37,10.17,13.33
1.00,2.00,0.80,0.20,500,113,319.77,473,0,0.00,0,0.00,2.48,5.10,3.33
1.00,2.00,0.80,0.00,500,134,348.17,499,0,0.00,0,0.00,2.94,7.61,6.67
