Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,500,164,356.80,453,0,0.00,0,0.30,1.58,3.13,0.00
1.00,2.00,0.80,0.70,500,171,328.10,475,0,0.00,0,0.00,2.13,7.06,10.00
1.00,2.00,0.80,0.80,500,40,311.30,462,0,0.00,0,0.30,2.53,6.28,0.00
1.00,2.00,0.80,0.20,500,327,427.00,499,0,0.00,0,1.33,2.90,4.51,0.00
1.00,2.00,0.80,0.00,500,206,352.10,467,0,0.00,0,0.68,3.06,7.61,0.00
1.00,2.00,0.80,0.10,500,125,308.50,496,0,0.00,0,0.44,3.23,6.28,0.00
1.00,2.00,0.80,1.00,500,200,398.40,493,0,0.00,0,0.00,3.36,7.49,20.00
1.00,2.00,0.80,0.30,500,148,317.00,466,0,0.00,0,0.00,3.40,5.46,10.00
1.00,2.00,0.80,0.50,500,86,314.10,490,0,0.00,0,0.12,3.64,7.97,0.00
1.00,2.00,0.80,0.90,500,107,352.10,469,0,0.00,0,0.48,3.65,8.66,0.00
1.00,2.00,0.80,0.60,500,103,368.70,499,0,0.00,0,0.56,3.89,6.51,0.00
