Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,0.50,500,99,347.27,496,0,0.00,0,0.00,2.77,6.98,6.67
1.00,2.00,0.80,0.50,0.50,500,174,348.40,486,0,0.00,0,0.00,2.82,7.93,3.33
1.00,2.00,0.80,0.10,0.25,500,37,391.77,493,0,0.00,0,0.00,2.91,9.49,6.67
1.00,2.00,0.80,0.20,0.25,500,131,368.30,499,0,0.00,0,0.40,2.94,8.56,0.00
1.00,2.00,0.80,0.00,0.00,500,134,348.17,499,0,0.00,0,0.00,2.94,7.61,6.67
1.00,2.00,0.80,0.30,0.75,500,120,355.83,497,0,0.00,0,0.30,3.02,9.14,0.00
1.00,2.00,0.80,0.10,0.00,500,215,409.47,496,0,0.00,0,0.61,3.14,9.39,0.00
1.00,2.00,0.80,0.20,0.00,500,107,377.30,491,0,0.00,0,0.00,3.23,10.41,3.33
1.00,2.00,0.80,0.20,1.00,500,125,361.63,490,0,0.00,0,0.30,3.28,6.89,0.00
1.00,2.00,0.80,0.60,1.00,500,174,415.00,494,0,0.00,0,0.30,3.28,9.97,0.00
1.00,2.00,0.80,0.10,0.50,500,170,340.77,495,0,0.00,0,0.31,3.30,6.45,0.00
1.00,2.00,0.80,0.20,0.75,500,133,367.03,498,0,0.00,0,0.30,3.33,7.70,0.00
1.00,2.00,0.80,0.10,0.75,500,139,386.37,496,0,0.00,0,0.00,3.41,8.76,3.33
1.00,2.00,0.80,0.40,1.00,500,230,382.57,499,0,0.00,0,0.40,3.43,8.83,0.00
1.00,2.00,0.80,0.40,0.50,500,97,310.10,493,0,0.00,0,0.00,3.51,9.96,3.33
1.00,2.00,0.80,0.10,1.00,500,201,376.87,498,0,0.00,0,0.39,3.55,8.66,0.00
1.00,2.00,0.80,0.30,0.00,500,111,334.07,494,0,0.00,0,1.29,3.61,7.93,0.00
1.00,2.00,0.80,0.60,0.50,500,130,352.50,498,0,0.00,0,0.30,3.78,7.79,0.00
1.00,2.00,0.80,0.30,0.50,500,103,352.60,496,0,0.00,0,0.30,3.81,9.91,0.00
1.00,2.00,0.80,0.80,0.50,500,119,377.10,499,0,0.00,0,0.00,3.89,10.40,3.33
1.00,2.00,0.80,0.50,0.75,500,212,364.10,499,0,0.00,0,0.30,3.91,9.23,0.00
1.00,2.00,0.80,0.40,0.00,500,50,317.23,487,0,0.00,0,0.30,3.98,8.94,0.00
1.00,2.00,0.80,0.50,1.00,500,218,385.23,499,0,0.00,0,1.16,3.99,8.92,0.00
1.00,2.00,0.80,0.30,1.00,500,128,384.60,495,0,0.00,0,0.39,4.07,11.83,0.00
1.00,2.00,0.80,0.70,0.50,500,194,374.07,495,0,0.00,0,1.29,4.13,10.93,0.00
1.00,2.00,0.80,0.40,0.75,500,108,378.20,497,0,0.00,0,0.17,4.28,8.41,0.00
1.00,2.00,0.80,0.50,0.00,500,170,358.57,495,0,0.00,0,0.96,4.34,8.15,0.00
1.00,2.00,0.80,0.30,0.25,500,109,340.73,487,0,0.00,0,0.30,4.35,7.51,0.00
1.00,2.00,0.80,0.70,0.00,500,83,309.27,499,0,0.00,0,1.26,4.43,9.17,0.00
1.00,2.00,0.80,1.00,1.00,500,228,420.03,494,0,0.00,0,1.43,4.47,10.87,0.00
1.00,2.00,0.80,0.70,1.00,500,250,382.07,498,0,0.00,0,0.12,4.47,8.80,0.00
1.00,2.00,0.80,0.90,1.00,500,217,412.27,499,0,0.00,0,1.47,4.49,9.23,0.00
1.00,2.00,0.80,0.40,0.25,500,167,368.90,484,0,0.00,0,0.44,4.63,10.70,0.00
1.00,2.00,0.80,0.70,0.75,500,209,377.57,499,0,0.00,0,1.59,4.76,8.50,0.00
1.00,2.00,0.80,0.60,0.75,500,184,360.70,497,0,0.00,0,0.30,4.77,9.61,0.00
1.00,2.00,0.80,0.60,0.00,500,199,380.77,495,0,0.00,0,0.30,4.81,10.50,0.00
1.00,2.00,0.80,0.80,0.75,500,170,387.43,493,0,0.00,0,0.72,4.96,12.06,0.00
1.00,2.00,0.80,0.80,1.00,500,160,396.57,497,0,0.00,0,1.56,4.99,12.16,0.00
1.00,2.00,0.80,1.00,0.50,500,89,385.20,495,0,0.00,0,0.30,5.07,10.76,0.00
1.00,2.00,0.80,0.60,0.25,500,170,360.60,497,0,0.00,0,1.59,5.11,8.78,0.00
1.00,2.00,0.80,0.50,0.25,500,40,342.77,497,0,0.00,0,1.68,5.13,10.30,0.00
1.00,2.00,0.80,0.70,0.25,500,119,385.57,499,0,0.00,0,1.26,5.21,9.09,0.00
1.00,2.00,0.80,0.90,0.50,500,143,366.67,489,0,0.00,0,1.59,5.21,10.07,0.00
1.00,2.00,0.80,0.90,0.75,500,149,399.37,495,0,0.00,0,1.29,5.54,10.26,0.00
1.00,2.00,0.80,0.80,0.25,500,77,341.00,486,0,0.00,0,1.58,5.83,9.37,0.00
1.00,2.00,0.80,1.00,0.75,500,94,368.17,498,0,0.00,0,0.39,6.09,10.25,0.00
1.00,2.00,0.80,0.90,0.25,500,152,340.80,486,0,0.00,0,1.46,6.10,10.71,0.00
1.00,2.00,0.80,0.90,0.00,500,132,336.73,497,0,0.00,0,2.71,6.43,10.42,0.00
1.00,2.00,0.80,1.00,0.25,500,191,368.47,490,0,0.00,0,3.38,6.66,9.47,0.00
1.00,2.00,0.80,0.80,0.00,500,74,344.97,499,0,0.00,0,3.19,6.70,10.45,0.00
1.00,2.00,0.80,1.00,0.00,500,121,342.97,499,0,0.00,0,2.41,7.82,10.79,0.00
