Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-patching,1.00,2.00,0.80,1.00,5280,0,92.24,670,6340,380839.00,9521,0.55,0.62,0.63,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,5280,3,421.94,1653,12361,739377.00,20441,0.52,0.70,0.76,0.00
cycle-cover,1.00,2.00,0.80,0.90,5280,110,1431.90,5111,5336,348347.00,9993,0.80,1.01,1.34,0.00
rooted-msa,1.00,2.00,0.80,0.30,5280,388,3629.52,5184,3417,525744.00,31748,1.50,2.01,2.32,0.00
strict-msa,1.00,2.00,0.80,0.40,5280,1271,3802.92,5245,2851,604475.00,31702,1.47,2.02,2.42,0.00
baseline,1.00,2.00,0.80,0.00,5280,21,3013.86,5071,1321,282543.00,15952,1.56,2.11,2.38,0.00
