Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,100,20,46.43,94,0,0.00,0,0.00,3.30,6.22,20.00
1.00,2.00,0.80,0.20,100,17,59.20,99,0,0.00,0,0.00,3.71,6.38,16.67
1.00,2.00,0.80,0.00,100,20,61.57,99,0,0.00,0,0.00,4.17,8.63,16.67
1.00,2.00,0.80,0.50,100,16,55.93,99,0,0.00,0,0.00,4.39,8.71,6.67
1.00,2.00,0.80,0.40,100,16,52.87,85,0,0.00,0,0.00,4.62,8.09,6.67
1.00,2.00,0.80,0.30,100,20,50.10,98,0,0.00,0,0.00,4.79,9.56,3.33
1.00,2.00,0.80,0.70,100,18,49.40,99,0,0.00,0,0.00,4.85,10.11,10.00
1.00,2.00,0.80,0.60,100,20,50.97,91,0,0.00,0,0.93,5.23,8.16,0.00
1.00,2.00,0.80,0.80,100,19,54.90,97,0,0.00,0,0.00,5.51,8.55,3.33
1.00,2.00,0.80,1.00,100,16,54.03,84,0,0.00,0,2.33,5.78,8.71,0.00
1.00,2.00,0.80,0.90,100,18,58.70,99,0,0.00,0,3.34,5.86,8.16,0.00
