Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,0.25,100,20,48.87,97,0,0.00,0,0.00,4.04,7.15,20.00
1.00,2.00,0.80,0.10,0.00,100,21,44.00,93,0,0.00,0,0.00,4.10,6.77,10.00
1.00,2.00,0.80,0.20,0.00,100,17,37.00,85,0,0.00,0,0.00,4.38,6.92,10.00
1.00,2.00,0.80,0.20,0.25,100,20,56.17,99,0,0.00,0,0.00,4.48,7.08,13.33
1.00,2.00,0.80,0.10,0.50,100,15,54.33,99,0,0.00,0,0.00,4.81,8.09,6.67
1.00,2.00,0.80,0.10,0.75,100,15,54.33,99,0,0.00,0,0.00,4.81,8.09,6.67
1.00,2.00,0.80,0.10,1.00,100,15,54.33,99,0,0.00,0,0.00,4.81,8.09,6.67
1.00,2.00,0.80,0.20,0.50,100,20,63.60,91,0,0.00,0,0.00,4.93,6.84,3.33
1.00,2.00,0.80,0.20,0.75,100,20,63.60,91,0,0.00,0,0.00,4.93,6.84,3.33
1.00,2.00,0.80,0.20,1.00,100,20,63.60,91,0,0.00,0,0.00,4.93,6.84,3.33
1.00,2.00,0.80,0.30,0.50,100,16,58.23,97,0,0.00,0,4.12,5.11,8.09,0.00
1.00,2.00,0.80,0.30,0.75,100,16,58.23,97,0,0.00,0,4.12,5.11,8.09,0.00
1.00,2.00,0.80,0.30,1.00,100,16,58.23,97,0,0.00,0,4.12,5.11,8.09,0.00
1.00,2.00,0.80,0.40,0.50,100,22,61.23,99,0,0.00,0,4.12,5.62,8.32,0.00
1.00,2.00,0.80,0.40,0.75,100,22,61.23,99,0,0.00,0,4.12,5.62,8.32,0.00
1.00,2.00,0.80,0.40,1.00,100,22,61.23,99,0,0.00,0,4.12,5.62,8.32,0.00
1.00,2.00,0.80,0.30,0.00,100,12,32.73,99,0,0.00,0,4.12,5.66,6.69,0.00
1.00,2.00,0.80,0.50,0.50,100,21,67.30,99,0,0.00,0,4.12,5.92,8.32,0.00
1.00,2.00,0.80,0.50,0.75,100,21,67.30,99,0,0.00,0,4.12,5.92,8.32,0.00
1.00,2.00,0.80,0.50,1.00,100,21,67.30,99,0,0.00,0,4.12,5.92,8.32,0.00
1.00,2.00,0.80,0.30,0.25,100,10,48.23,95,0,0.00,0,0.00,5.98,8.09,3.33
1.00,2.00,0.80,0.40,0.25,100,15,48.57,98,0,0.00,0,0.00,6.09,8.09,3.33
1.00,2.00,0.80,0.90,0.00,100,0,18.30,98,0,0.00,0,4.12,6.21,6.69,0.00
1.00,2.00,0.80,0.40,0.00,100,5,22.23,93,0,0.00,0,4.12,6.38,6.69,0.00
1.00,2.00,0.80,0.60,0.00,100,2,14.60,90,0,0.00,0,4.12,6.43,6.69,0.00
1.00,2.00,0.80,0.50,0.00,100,1,16.73,83,0,0.00,0,4.12,6.43,6.69,0.00
1.00,2.00,0.80,1.00,0.00,100,0,6.33,96,0,0.00,0,4.12,6.52,6.69,0.00
1.00,2.00,0.80,0.80,0.00,100,0,6.07,88,0,0.00,0,4.12,6.52,6.69,0.00
1.00,2.00,0.80,0.70,0.00,100,0,7.87,92,0,0.00,0,4.12,6.52,6.69,0.00
1.00,2.00,0.80,0.60,0.50,100,6,65.43,99,0,0.00,0,4.12,6.73,8.32,0.00
1.00,2.00,0.80,0.60,0.75,100,6,65.43,99,0,0.00,0,4.12,6.73,8.32,0.00
1.00,2.00,0.80,0.60,1.00,100,6,65.43,99,0,0.00,0,4.12,6.73,8.32,0.00
1.00,2.00,0.80,0.50,0.25,100,10,36.97,98,0,0.00,0,4.12,6.77,8.09,0.00
1.00,2.00,0.80,0.70,0.50,100,13,71.63,99,0,0.00,0,4.12,6.81,8.09,0.00
1.00,2.00,0.80,0.70,0.75,100,13,71.63,99,0,0.00,0,4.12,6.81,8.09,0.00
1.00,2.00,0.80,0.70,1.00,100,13,71.63,99,0,0.00,0,4.12,6.81,8.09,0.00
1.00,2.00,0.80,0.60,0.25,100,8,43.80,98,0,0.00,0,5.29,6.83,8.32,0.00
1.00,2.00,0.80,0.70,0.25,100,5,50.27,98,0,0.00,0,5.29,7.03,8.32,0.00
1.00,2.00,0.80,0.80,0.50,100,6,67.87,98,0,0.00,0,4.12,7.06,8.32,0.00
1.00,2.00,0.80,0.80,0.75,100,6,67.87,98,0,0.00,0,4.12,7.06,8.32,0.00
1.00,2.00,0.80,0.80,1.00,100,6,67.87,98,0,0.00,0,4.12,7.06,8.32,0.00
1.00,2.00,0.80,0.90,0.50,100,2,65.27,95,0,0.00,0,4.12,7.06,8.32,0.00
