Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,100,13,50.33,97,0,0.00,0,0.00,1.60,5.83,60.00
1.00,2.00,0.80,1.00,100,12,48.13,83,0,0.00,0,0.00,1.63,4.59,50.00
1.00,2.00,0.80,0.90,100,4,39.50,96,0,0.00,0,0.00,1.71,5.68,50.00
1.00,2.00,0.80,0.80,100,14,51.63,99,0,0.00,0,0.00,2.07,6.38,46.67
1.00,2.00,0.80,0.70,100,14,47.20,84,0,0.00,0,0.00,2.11,4.74,40.00
1.00,2.00,0.80,0.30,100,19,46.70,89,0,0.00,0,0.00,2.41,5.52,36.67
1.00,2.00,0.80,0.50,100,19,48.43,96,0,0.00,0,0.00,2.96,9.64,33.33
1.00,2.00,0.80,0.20,100,20,49.97,96,0,0.00,0,0.00,3.08,7.15,30.00
1.00,2.00,0.80,0.10,100,19,45.93,98,0,0.00,0,0.00,3.23,6.92,33.33
1.00,2.00,0.80,0.40,100,19,51.23,98,0,0.00,0,0.00,3.28,6.92,20.00
