Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,5130,78,2345.16,4918,0,0.00,0,0.80,1.37,2.14,0.00
baseline,1.00,2.00,0.80,0.00,5130,264,3380.24,5037,0,0.00,0,0.29,3.97,10.20,0.00
rooted-msa,1.00,2.00,0.80,0.30,5130,528,3182.32,5095,0,0.00,0,2.32,4.69,9.15,0.00
strict-msa,1.00,2.00,0.80,0.40,5130,298,3242.62,4987,0,0.00,0,1.42,4.79,8.60,0.00
cycle-cover,1.00,2.00,0.80,0.90,5130,3205,4450.62,5114,0,0.00,0,7.40,8.32,9.80,0.00
