Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
baseline,1.00,2.00,0.80,0.00,5000,457,2790.64,4972,0,0.00,0,1.20,4.96,10.11,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,109,2278.46,4948,0,0.00,0,0.97,5.05,9.88,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,155,2732.52,4922,0,0.00,0,1.48,5.12,9.83,0.00
