Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
rooted-msa,1.00,2.00,0.80,0.30,100,24,62.60,98,0,0.00,0,0.00,2.39,5.58,6.00
baseline,1.00,2.00,0.80,0.00,100,24,66.04,99,0,0.00,0,0.00,3.19,8.80,10.00
strict-msa,1.00,2.00,0.80,0.40,100,25,66.92,97,0,0.00,0,0.00,3.26,9.55,6.00
cycle-cover-patching,1.00,2.00,0.80,1.00,100,0,6.88,97,0,0.00,0,2.98,5.24,5.33,0.00
cycle-cover,1.00,2.00,0.80,0.90,100,14,74.64,99,0,0.00,0,1.49,5.29,8.12,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,100,7,64.82,98,0,0.00,0,5.21,6.57,7.69,0.00
