Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,1980,1340,1547.92,1866,279831,15996151.00,372775,0.00,0.00,0.00,100.00
cycle-cover-patching,1.00,2.00,0.80,1.00,1980,1526,1692.22,1958,299355,16592181.00,377935,0.00,0.02,0.84,98.00
rooted-msa,1.00,2.00,0.80,0.30,1980,75,248.54,724,16464,3302565.00,253957,0.00,0.10,0.84,86.00
strict-msa,1.00,2.00,0.80,0.40,1980,32,120.36,435,9991,3430798.00,213878,0.00,0.22,0.84,74.00
baseline,1.00,2.00,0.80,0.00,1980,56,315.68,1942,12977,5937530.00,208641,0.00,0.41,1.14,44.00
cycle-cover,1.00,2.00,0.80,0.90,1980,378,990.26,1936,307329,16036386.00,328106,0.00,0.77,1.14,4.00
