Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,500,26,255.50,465,0,0.00,0,0.12,0.42,1.00,0.00
1.00,2.00,0.80,0.60,500,33,177.00,489,0,0.00,0,0.12,0.57,1.37,0.00
1.00,2.00,0.80,1.00,500,19,167.40,419,0,0.00,0,0.12,1.15,3.30,0.00
1.00,2.00,0.80,0.80,500,26,154.30,395,0,0.00,0,0.19,1.21,3.61,0.00
1.00,2.00,0.80,0.30,500,71,183.20,322,0,0.00,0,0.12,1.32,4.79,0.00
1.00,2.00,0.80,0.70,500,20,195.90,480,0,0.00,0,0.12,1.44,5.04,0.00
1.00,2.00,0.80,0.50,500,35,196.30,399,0,0.00,0,0.00,1.64,4.79,10.00
1.00,2.00,0.80,0.20,500,29,194.10,406,0,0.00,0,0.37,1.83,3.98,0.00
1.00,2.00,0.80,0.90,500,18,92.30,326,0,0.00,0,0.12,2.14,4.73,0.00
1.00,2.00,0.80,0.10,500,83,247.40,491,0,0.00,0,0.37,2.72,4.66,0.00
1.00,2.00,0.80,0.00,500,58,236.20,444,0,0.00,0,0.00,3.63,12.06,10.00
