Alpha,Beta,Rho,pBest,pCmsa,Ants fraction,Ants number,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min best deviation,Avg best deviation,Max best deviation,Success rate [%],Avg computation time [ms]
1.00,5.00,0.80,0.05,0.00,0.90,51,549,26,72.60,149,0.00,0.00,0.00,100.00,50
1.00,5.00,0.80,0.05,0.00,0.60,34,823,19,86.20,266,0.00,0.00,0.00,100.00,41
1.00,5.00,0.80,0.05,0.00,0.80,45,622,9,108.60,269,0.00,0.00,0.00,100.00,64
1.00,5.00,0.80,0.05,0.00,1.00,56,500,9,110.20,465,0.00,0.00,0.00,100.00,78
1.00,5.00,0.80,0.05,0.00,0.70,40,700,37,159.00,418,0.00,0.00,0.00,100.00,85
1.00,5.00,0.80,0.05,0.00,0.40,23,1217,48,217.20,708,0.00,0.00,0.00,100.00,67
1.00,5.00,0.80,0.05,0.00,0.50,28,1000,75,234.90,445,0.00,0.00,0.00,100.00,88
1.00,5.00,0.80,0.05,0.25,0.50,28,1000,54,246.30,521,0.00,0.00,0.00,100.00,121
1.00,5.00,0.80,0.05,0.50,0.80,45,622,143,276.40,439,0.00,0.00,0.00,100.00,284
1.00,5.00,0.80,0.05,0.00,0.20,12,2333,54,304.90,841,0.00,0.00,0.00,100.00,52
1.00,5.00,0.80,0.05,0.75,0.90,51,549,197,325.60,499,0.00,0.00,0.00,100.00,357
1.00,5.00,0.80,0.05,0.75,0.80,45,622,152,341.70,550,0.00,0.00,0.00,100.00,327
1.00,5.00,0.80,0.05,0.00,0.30,17,1647,8,354.40,1102,0.00,0.00,0.00,100.00,83
1.00,5.00,0.80,0.05,0.50,0.70,40,700,194,390.30,670,0.00,0.00,0.00,100.00,317
1.00,5.00,0.80,0.05,0.25,0.30,17,1647,178,395.00,1043,0.00,0.00,0.00,100.00,127
1.00,5.00,0.80,0.05,0.75,0.70,40,700,261,411.10,631,0.00,0.00,0.00,100.00,345
1.00,5.00,0.80,0.05,0.75,0.60,34,823,276,434.00,577,0.00,0.00,0.00,100.00,316
1.00,5.00,0.80,0.05,0.50,0.40,23,1217,190,453.70,838,0.00,0.00,0.00,100.00,212
1.00,5.00,0.80,0.05,0.50,0.30,17,1647,319,718.00,1557,0.00,0.00,0.00,100.00,246
1.00,5.00,0.80,0.05,0.00,0.10,6,4666,63,891.70,3018,0.00,0.00,0.00,100.00,87
1.00,5.00,0.80,0.05,0.50,0.20,12,2333,261,919.90,2041,0.00,0.00,0.00,100.00,230
1.00,5.00,0.80,0.05,0.25,0.80,45,622,36,152.30,300,0.00,0.02,0.25,90.00,163
1.00,5.00,0.80,0.05,0.25,0.70,40,700,34,168.30,414,0.00,0.02,0.25,90.00,156
1.00,5.00,0.80,0.05,0.25,0.90,51,549,47,176.20,447,0.00,0.02,0.25,90.00,199
1.00,5.00,0.80,0.05,0.25,1.00,56,500,19,200.90,493,0.00,0.02,0.25,90.00,202
1.00,5.00,0.80,0.05,0.50,0.90,51,549,67,219.90,453,0.00,0.02,0.25,90.00,275
1.00,5.00,0.80,0.05,0.25,0.60,34,823,23,275.60,789,0.00,0.02,0.25,90.00,200
