Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,500,60,263.73,474,0,0.00,0,0.00,2.32,7.71,10.00
1.00,2.00,0.80,0.20,500,24,266.37,470,0,0.00,0,0.00,2.33,6.53,3.33
1.00,2.00,0.80,0.70,500,42,213.23,481,0,0.00,0,0.00,2.41,9.58,6.67
1.00,2.00,0.80,0.50,500,26,250.67,489,0,0.00,0,0.00,2.49,8.08,6.67
1.00,2.00,0.80,0.80,500,26,209.17,497,0,0.00,0,0.00,2.55,5.47,3.33
1.00,2.00,0.80,0.10,500,21,230.70,497,0,0.00,0,0.06,2.60,6.47,0.00
1.00,2.00,0.80,1.00,500,46,259.90,480,0,0.00,0,0.06,2.61,8.64,0.00
1.00,2.00,0.80,0.40,500,54,240.50,446,0,0.00,0,0.06,2.73,6.03,0.00
1.00,2.00,0.80,0.60,500,54,244.57,498,0,0.00,0,0.00,3.00,7.09,3.33
1.00,2.00,0.80,0.30,500,41,251.03,485,0,0.00,0,0.00,3.13,8.33,3.33
1.00,2.00,0.80,0.00,500,58,225.27,498,0,0.00,0,0.00,3.24,12.06,3.33
