Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,500,43,252.00,447,0,0.00,0,0.00,0.95,3.17,20.00
1.00,2.00,0.80,0.90,500,26,173.90,479,0,0.00,0,0.25,1.71,4.79,0.00
1.00,2.00,0.80,0.30,500,23,226.00,495,0,0.00,0,0.00,1.77,4.35,20.00
1.00,2.00,0.80,0.80,500,28,190.30,406,0,0.00,0,0.00,2.24,4.98,10.00
1.00,2.00,0.80,0.60,500,43,209.30,444,0,0.00,0,0.25,2.34,5.78,0.00
1.00,2.00,0.80,0.10,500,45,279.90,422,0,0.00,0,0.37,2.61,4.79,0.00
1.00,2.00,0.80,0.20,500,87,278.90,486,0,0.00,0,0.00,2.66,5.78,10.00
1.00,2.00,0.80,0.40,500,45,262.60,438,0,0.00,0,0.00,2.76,4.85,10.00
1.00,2.00,0.80,0.70,500,129,241.50,466,0,0.00,0,0.00,3.18,5.60,10.00
1.00,2.00,0.80,0.00,500,58,236.20,444,0,0.00,0,0.00,3.63,12.06,10.00
1.00,2.00,0.80,0.50,500,63,236.60,490,0,0.00,0,1.68,3.66,5.60,0.00
