Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,500,22,253.20,498,0,0.00,0,0.19,1.52,2.55,0.00
1.00,2.00,0.80,0.50,500,27,145.40,447,0,0.00,0,0.25,1.57,3.61,0.00
1.00,2.00,0.80,0.90,500,21,183.80,350,0,0.00,0,0.37,1.62,2.55,0.00
1.00,2.00,0.80,1.00,500,25,160.00,420,0,0.00,0,0.44,1.82,3.17,0.00
1.00,2.00,0.80,0.30,500,29,209.70,407,0,0.00,0,0.12,1.94,4.35,0.00
1.00,2.00,0.80,0.70,500,67,237.60,426,0,0.00,0,0.50,1.94,4.04,0.00
1.00,2.00,0.80,0.40,500,23,185.20,335,0,0.00,0,0.31,1.95,3.67,0.00
1.00,2.00,0.80,0.60,500,21,213.60,486,0,0.00,0,0.37,2.65,4.79,0.00
1.00,2.00,0.80,0.10,500,130,294.50,497,0,0.00,0,0.37,2.95,4.98,0.00
1.00,2.00,0.80,0.20,500,80,271.30,423,0,0.00,0,0.37,3.10,6.47,0.00
1.00,2.00,0.80,0.00,500,58,236.20,444,0,0.00,0,0.00,3.63,12.06,10.00
