Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,500,33,248.80,487,0,0.00,0,0.19,1.49,3.23,0.00
1.00,2.00,0.80,1.00,500,30,206.50,461,0,0.00,0,0.19,1.67,3.67,0.00
1.00,2.00,0.80,0.60,500,41,272.30,472,0,0.00,0,0.19,1.83,6.34,0.00
1.00,2.00,0.80,0.50,500,30,179.00,476,0,0.00,0,0.12,2.05,3.67,0.00
1.00,2.00,0.80,0.40,500,22,180.80,457,0,0.00,0,0.00,2.20,5.41,10.00
1.00,2.00,0.80,0.10,500,244,358.90,451,0,0.00,0,0.00,2.21,4.23,10.00
1.00,2.00,0.80,0.30,500,39,221.40,496,0,0.00,0,0.31,2.22,7.71,0.00
1.00,2.00,0.80,0.90,500,29,190.20,339,0,0.00,0,0.25,2.40,4.29,0.00
1.00,2.00,0.80,0.70,500,36,143.80,372,0,0.00,0,0.37,2.56,4.54,0.00
1.00,2.00,0.80,0.20,500,28,270.50,477,0,0.00,0,1.24,2.99,7.71,0.00
1.00,2.00,0.80,0.00,500,58,236.20,444,0,0.00,0,0.00,3.63,12.06,10.00
