Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,500,51,153.20,434,0,0.00,0,0.19,1.50,4.23,0.00
1.00,2.00,0.80,0.70,500,50,238.10,464,0,0.00,0,0.00,1.85,6.03,10.00
1.00,2.00,0.80,0.90,500,22,233.40,426,0,0.00,0,0.00,1.97,4.73,10.00
1.00,2.00,0.80,0.80,500,66,268.90,444,0,0.00,0,0.25,1.98,3.54,0.00
1.00,2.00,0.80,1.00,500,28,237.20,433,0,0.00,0,0.25,2.15,3.67,0.00
1.00,2.00,0.80,0.10,500,37,235.00,449,0,0.00,0,0.31,2.18,5.35,0.00
1.00,2.00,0.80,0.60,500,40,136.70,315,0,0.00,0,0.19,2.28,7.84,0.00
1.00,2.00,0.80,0.50,500,32,182.10,468,0,0.00,0,0.06,2.29,5.78,0.00
1.00,2.00,0.80,0.20,500,111,313.80,487,0,0.00,0,0.25,2.34,6.65,0.00
1.00,2.00,0.80,0.40,500,98,218.90,449,0,0.00,0,1.68,2.99,6.59,0.00
1.00,2.00,0.80,0.00,500,58,236.20,444,0,0.00,0,0.00,3.63,12.06,10.00
