Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,100,41,76.97,98,0,0.00,0,0.45,3.70,9.52,0.00
1.00,2.00,0.80,0.20,100,28,71.37,98,0,0.00,0,0.06,4.34,8.73,0.00
1.00,2.00,0.80,0.10,100,27,68.37,97,0,0.00,0,0.06,4.35,10.02,0.00
1.00,2.00,0.80,0.40,100,26,76.53,99,0,0.00,0,0.06,4.48,11.49,0.00
1.00,2.00,0.80,0.60,100,47,78.03,97,0,0.00,0,0.39,4.69,8.67,0.00
1.00,2.00,0.80,0.30,100,32,67.20,99,0,0.00,0,0.96,4.71,10.25,0.00
1.00,2.00,0.80,0.70,100,28,68.57,99,0,0.00,0,0.56,5.08,10.14,0.00
1.00,2.00,0.80,0.90,100,35,68.40,98,0,0.00,0,0.68,5.20,11.32,0.00
1.00,2.00,0.80,0.80,100,22,72.27,99,0,0.00,0,0.06,5.48,10.25,0.00
1.00,2.00,0.80,0.50,100,44,76.47,99,0,0.00,0,1.24,5.62,9.18,0.00
1.00,2.00,0.80,1.00,100,30,71.33,94,0,0.00,0,2.87,5.92,12.11,0.00
