Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,3360,8,1383.26,3201,18844,1101803.00,26539,0.18,0.19,0.21,0.00
cycle-cover,1.00,2.00,0.80,0.90,3360,50,990.48,2784,828,148290.00,8264,0.24,0.32,0.50,0.00
msa-heuristic,1.00,2.00,0.80,0.40,3360,39,1330.18,3203,13,115352.00,13251,0.72,0.97,1.16,0.00
baseline,1.00,2.00,0.80,0.00,3360,72,1109.46,3174,32,131159.00,21062,0.78,0.99,1.14,0.00
