Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,10740,1,123.50,626,1368,133712843.00,11921413,0.00,0.02,0.09,78.00
cycle-cover,1.00,2.00,0.80,0.90,10740,5,201.82,932,120991,564557616.00,11985143,0.00,0.17,0.34,4.00
msa-heuristic,1.00,2.00,0.80,0.40,10740,291,5295.12,10373,10094077,607311160.00,13208394,2.24,2.80,3.35,0.00
baseline,1.00,2.00,0.80,0.00,10740,159,4783.16,10129,10640522,603394069.00,13096014,2.41,2.84,3.27,0.00
