Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
cycle-cover-msa-patching,1.00,2.00,0.80,0.60,5000,19,681.84,4436,6,373320.00,102724,0.19,0.39,0.56,0.00
cycle-cover,1.00,2.00,0.80,0.80,5000,14,367.96,3876,76,113595.00,10705,0.28,0.52,0.69,0.00
msa-heuristic,1.00,2.00,0.80,0.90,5000,50,475.94,3500,15,129850.00,37372,0.84,1.01,1.18,0.00
baseline,1.00,2.00,0.80,0.00,5000,20,431.36,4921,3,278501.00,110197,0.86,1.04,1.16,0.00
