Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,2,5000,60,440.94,3396,0,0.00,0,1.71,2.28,2.66,0.00
1.00,2.00,0.80,0.90,3,5000,29,421.72,3763,0,0.00,0,1.62,2.29,2.85,0.00
1.00,2.00,0.80,0.90,1,5000,50,450.14,3258,0,0.00,0,2.00,2.85,3.56,0.00
