Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,2730,54,1136.43,2565,0,0.00,0,0.38,2.80,4.50,0.00
1.00,2.00,0.80,0.60,2730,119,1057.03,2611,0,0.00,0,0.19,2.91,6.08,0.00
1.00,2.00,0.80,0.80,2730,76,1334.23,2695,0,0.00,0,1.14,2.96,5.51,0.00
1.00,2.00,0.80,0.40,2730,88,1201.80,2676,0,0.00,0,0.19,2.98,7.60,0.00
1.00,2.00,0.80,1.00,2730,87,1377.63,2556,0,0.00,0,0.19,2.99,7.09,0.00
1.00,2.00,0.80,0.30,2730,223,1440.77,2636,0,0.00,0,0.76,3.13,10.77,0.00
1.00,2.00,0.80,0.20,2730,98,1180.60,2491,0,0.00,0,1.14,3.50,9.88,0.00
1.00,2.00,0.80,0.70,2730,117,1294.40,2638,0,0.00,0,1.14,3.61,14.12,0.00
1.00,2.00,0.80,0.90,2730,263,1356.67,2553,0,0.00,0,1.14,3.65,12.35,0.00
1.00,2.00,0.80,0.00,2730,134,1092.27,2596,0,0.00,0,0.38,3.77,13.36,0.00
1.00,2.00,0.80,0.10,2730,179,841.43,2498,0,0.00,0,1.14,4.10,13.68,0.00
