Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,2730,69,582.63,2222,0,0.00,0,0.89,3.46,6.08,0.00
1.00,2.00,0.80,0.20,2730,53,604.63,2029,0,0.00,0,0.70,3.66,5.45,0.00
1.00,2.00,0.80,0.30,2730,98,920.87,2486,0,0.00,0,3.74,4.29,5.45,0.00
1.00,2.00,0.80,0.40,2730,79,851.23,2322,0,0.00,0,3.55,4.40,5.45,0.00
1.00,2.00,0.80,0.50,2730,61,1247.13,2695,0,0.00,0,2.85,4.51,5.45,0.00
1.00,2.00,0.80,0.60,2730,120,1160.37,2673,0,0.00,0,3.55,4.57,5.45,0.00
1.00,2.00,0.80,0.90,2730,436,1521.10,2686,0,0.00,0,3.74,4.82,6.08,0.00
1.00,2.00,0.80,0.70,2730,38,1062.07,2569,0,0.00,0,3.74,4.88,5.45,0.00
1.00,2.00,0.80,0.80,2730,246,1400.00,2592,0,0.00,0,3.74,4.94,6.08,0.00
1.00,2.00,0.80,1.00,2730,596,1480.47,2505,0,0.00,0,3.74,4.99,6.02,0.00
