Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,2730,1070,1942.57,2600,0,0.00,0,0.19,3.87,5.19,0.00
1.00,2.00,0.80,0.50,2730,820,1857.77,2713,0,0.00,0,2.85,4.06,5.76,0.00
1.00,2.00,0.80,0.30,2730,180,1644.90,2591,0,0.00,0,1.20,4.12,6.46,0.00
1.00,2.00,0.80,0.90,2730,754,1918.40,2662,0,0.00,0,2.15,4.15,5.19,0.00
1.00,2.00,0.80,0.20,2730,146,1389.10,2590,0,0.00,0,1.71,4.21,15.01,0.00
1.00,2.00,0.80,0.40,2730,115,1665.73,2682,0,0.00,0,1.33,4.23,12.98,0.00
1.00,2.00,0.80,0.10,2730,385,1311.17,2691,0,0.00,0,0.19,4.23,12.98,0.00
1.00,2.00,0.80,0.60,2730,177,1992.67,2696,0,0.00,0,3.17,4.26,5.76,0.00
1.00,2.00,0.80,0.80,2730,156,1882.93,2726,0,0.00,0,2.85,4.27,5.76,0.00
1.00,2.00,0.80,1.00,2730,374,2117.00,2724,0,0.00,0,3.55,4.48,5.57,0.00
