Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,3630,232,1332.63,3595,0,0.00,0,1.75,3.14,5.59,0.00
1.00,2.00,0.80,0.50,3630,443,1772.37,3280,0,0.00,0,1.89,3.37,7.66,0.00
1.00,2.00,0.80,0.30,3630,421,1242.13,2896,0,0.00,0,2.45,3.43,6.60,0.00
1.00,2.00,0.80,0.60,3630,448,1842.60,3266,0,0.00,0,2.31,3.56,6.79,0.00
1.00,2.00,0.80,0.90,3630,271,2302.43,3363,0,0.00,0,2.45,3.60,6.23,0.00
1.00,2.00,0.80,0.70,3630,578,1954.97,3401,0,0.00,0,2.45,3.61,6.23,0.00
1.00,2.00,0.80,0.10,3630,122,1176.27,3388,0,0.00,0,2.31,3.77,7.25,0.00
1.00,2.00,0.80,1.00,3630,1273,2368.57,3512,0,0.00,0,3.14,3.80,5.82,0.00
1.00,2.00,0.80,0.40,3630,254,1745.00,3569,0,0.00,0,1.62,3.84,7.16,0.00
1.00,2.00,0.80,0.80,3630,362,2033.00,3372,0,0.00,0,2.45,3.87,7.48,0.00
