Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,3630,1366,2728.53,3545,0,0.00,0,0.97,4.20,8.26,0.00
1.00,2.00,0.80,0.40,3630,320,2680.60,3627,0,0.00,0,1.52,4.24,11.36,0.00
1.00,2.00,0.80,0.30,3630,229,2558.17,3604,0,0.00,0,2.08,4.40,8.77,0.00
1.00,2.00,0.80,0.20,3630,163,2182.23,3604,0,0.00,0,1.25,4.43,8.22,0.00
1.00,2.00,0.80,0.60,3630,1228,2815.00,3606,0,0.00,0,1.52,4.45,9.60,0.00
1.00,2.00,0.80,0.10,3630,224,2277.30,3551,0,0.00,0,1.80,4.50,10.30,0.00
1.00,2.00,0.80,0.80,3630,1134,2874.43,3610,0,0.00,0,1.89,4.72,9.33,0.00
1.00,2.00,0.80,0.90,3630,461,2826.70,3615,0,0.00,0,1.94,5.10,9.83,0.00
1.00,2.00,0.80,0.70,3630,720,2602.53,3621,0,0.00,0,1.39,5.20,10.76,0.00
1.00,2.00,0.80,1.00,3630,822,2795.80,3567,0,0.00,0,3.00,5.36,10.06,0.00
