Heuristic,Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
msa-heuristic,1.00,2.00,0.80,0.40,1980,213,1039.10,1903,0,0.00,0,0.52,2.88,8.33,0.00
baseline,1.00,2.00,0.80,0.00,1980,136,991.68,1925,0,0.00,0,0.66,3.36,8.38,0.00
cycle-cover,1.00,2.00,0.80,0.90,1980,620,1607.16,1969,0,0.00,0,1.09,3.55,5.93,0.00
cycle-cover-msa-patching,1.00,2.00,0.80,0.90,1980,102,1351.86,1975,0,0.00,0,2.82,8.49,10.68,0.00
